Average_Download_Speed,Maximum_Download_Speed,Postcode,Partial_Postcode,Town,District,County
12.6,19.8,TR27 6NF,TR27 ,HAYLE,CORNWALL,CORNWALL
12.6,19.8,TR27 6NF,TR27 ,HAYLE,CORNWALL,CORNWALL
79.2,80,TR27 6PR,TR27 ,HAYLE,CORNWALL,CORNWALL
79.2,80,TR27 6PR,TR27 ,HAYLE,CORNWALL,CORNWALL
79.2,80,TR27 6PR,TR27 ,HAYLE,CORNWALL,CORNWALL
34.1,79.9,TR3 6BD,TR3 6,TRURO,CORNWALL,CORNWALL
46.8,80,TR3 6DY,TR3 6,TRURO,CORNWALL,CORNWALL
36,80,TR3 6EP,TR3 6,TRURO,CORNWALL,CORNWALL
36,80,TR3 6EP,TR3 6,TRURO,CORNWALL,CORNWALL
36,80,TR3 6EP,TR3 6,TRURO,CORNWALL,CORNWALL
36,80,TR3 6EP,TR3 6,TRURO,CORNWALL,CORNWALL
54.6,80,TR3 6HH,TR3 6,TRURO,CORNWALL,CORNWALL
43.6,79.9,TR3 6HJ,TR3 6,TRURO,CORNWALL,CORNWALL
33.8,76.6,TR3 6JH,TR3 6,TRURO,CORNWALL,CORNWALL
19.4,24.3,TR3 6LE,TR3 6,TRURO,CORNWALL,CORNWALL
19.4,24.3,TR3 6LE,TR3 6,TRURO,CORNWALL,CORNWALL
19.4,24.3,TR3 6LE,TR3 6,TRURO,CORNWALL,CORNWALL
19.4,24.3,TR3 6LE,TR3 6,TRURO,CORNWALL,CORNWALL
25.8,80,TR3 6LN,TR3 6,TRURO,CORNWALL,CORNWALL
45.6,79.9,TR3 6PA,TR3 6,TRURO,CORNWALL,CORNWALL
46.2,80,TR3 6QY,TR3 6,TRURO,CORNWALL,CORNWALL
46.2,80,TR3 6QY,TR3 6,TRURO,CORNWALL,CORNWALL
46.2,80,TR3 6QY,TR3 6,TRURO,CORNWALL,CORNWALL
46.2,80,TR3 6QY,TR3 6,TRURO,CORNWALL,CORNWALL
46.2,80,TR3 6QY,TR3 6,TRURO,CORNWALL,CORNWALL
46.2,80,TR3 6QY,TR3 6,TRURO,CORNWALL,CORNWALL
17,65.5,TR3 6RU,TR3 6,TRURO,CORNWALL,CORNWALL
30.7,47,TR3 7AN,TR3 7,TRURO,CORNWALL,CORNWALL
17.1,40,TR3 7AP,TR3 7,TRURO,CORNWALL,CORNWALL
17.1,40,TR3 7AP,TR3 7,TRURO,CORNWALL,CORNWALL
43.3,79.9,TR3 7AY,TR3 7,TRURO,CORNWALL,CORNWALL
43.3,79.9,TR3 7AY,TR3 7,TRURO,CORNWALL,CORNWALL
43.3,79.9,TR3 7AY,TR3 7,TRURO,CORNWALL,CORNWALL
43.3,79.9,TR3 7AY,TR3 7,TRURO,CORNWALL,CORNWALL
48.5,80,TR3 7BD,TR3 7,TRURO,CORNWALL,CORNWALL
48.5,80,TR3 7BD,TR3 7,TRURO,CORNWALL,CORNWALL
48.5,80,TR3 7BD,TR3 7,TRURO,CORNWALL,CORNWALL
27.1,54.9,TR3 7BT,TR3 7,TRURO,CORNWALL,CORNWALL
27.1,54.9,TR3 7BT,TR3 7,TRURO,CORNWALL,CORNWALL
27.1,54.9,TR3 7BT,TR3 7,TRURO,CORNWALL,CORNWALL
33.1,76.7,TR3 7BU,TR3 7,TRURO,CORNWALL,CORNWALL
33.1,76.7,TR3 7BU,TR3 7,TRURO,CORNWALL,CORNWALL
44.9,76.2,TR3 7EP,TR3 7,TRURO,CORNWALL,CORNWALL
44.9,76.2,TR3 7EP,TR3 7,TRURO,CORNWALL,CORNWALL
13.3,38.4,TR3 7JR,TR3 7,TRURO,CORNWALL,CORNWALL
13.3,38.4,TR3 7JR,TR3 7,TRURO,CORNWALL,CORNWALL
13.3,38.4,TR3 7JR,TR3 7,TRURO,CORNWALL,CORNWALL
13.3,38.4,TR3 7JR,TR3 7,TRURO,CORNWALL,CORNWALL
13.3,38.4,TR3 7JR,TR3 7,TRURO,CORNWALL,CORNWALL
13.3,38.4,TR3 7JR,TR3 7,TRURO,CORNWALL,CORNWALL
13.3,38.4,TR3 7JR,TR3 7,TRURO,CORNWALL,CORNWALL
13.3,38.4,TR3 7JR,TR3 7,TRURO,CORNWALL,CORNWALL
13.3,38.4,TR3 7JR,TR3 7,TRURO,CORNWALL,CORNWALL
13.3,38.4,TR3 7JR,TR3 7,TRURO,CORNWALL,CORNWALL
13.3,38.4,TR3 7JR,TR3 7,TRURO,CORNWALL,CORNWALL
13.3,38.4,TR3 7JR,TR3 7,TRURO,CORNWALL,CORNWALL
13.3,38.4,TR3 7JR,TR3 7,TRURO,CORNWALL,CORNWALL
38.8,73.6,TR3 7JY,TR3 7,TRURO,CORNWALL,CORNWALL
38.8,73.6,TR3 7JY,TR3 7,TRURO,CORNWALL,CORNWALL
32.1,42.3,TR3 7LL,TR3 7,TRURO,CORNWALL,CORNWALL
47.1,79.9,TR3 7NL,TR3 7,TRURO,CORNWALL,CORNWALL
47.1,79.9,TR3 7NL,TR3 7,TRURO,CORNWALL,CORNWALL
47.1,79.9,TR3 7NL,TR3 7,TRURO,CORNWALL,CORNWALL
47.1,79.9,TR3 7NL,TR3 7,TRURO,CORNWALL,CORNWALL
47.1,79.9,TR3 7NL,TR3 7,TRURO,CORNWALL,CORNWALL
59,79.9,TR3 7NN,TR3 7,TRURO,CORNWALL,CORNWALL
31.6,46.9,TR3 7PB,TR3 7,TRURO,CORNWALL,CORNWALL
31.3,67.3,TR4 8AE,TR4 8,TRURO,CORNWALL,CORNWALL
31.3,67.3,TR4 8AE,TR4 8,TRURO,CORNWALL,CORNWALL
31.3,67.3,TR4 8AE,TR4 8,TRURO,CORNWALL,CORNWALL
27.7,53.2,TR4 8AP,TR4 8,TRURO,CORNWALL,CORNWALL
27.7,53.2,TR4 8AP,TR4 8,TRURO,CORNWALL,CORNWALL
27.7,53.2,TR4 8AP,TR4 8,TRURO,CORNWALL,CORNWALL
27.7,53.2,TR4 8AP,TR4 8,TRURO,CORNWALL,CORNWALL
27.7,53.2,TR4 8AP,TR4 8,TRURO,CORNWALL,CORNWALL
27.7,53.2,TR4 8AP,TR4 8,TRURO,CORNWALL,CORNWALL
27.7,53.2,TR4 8AP,TR4 8,TRURO,CORNWALL,CORNWALL
27.7,53.2,TR4 8AP,TR4 8,TRURO,CORNWALL,CORNWALL
23.2,79.9,TR4 8AW,TR4 8,TRURO,CORNWALL,CORNWALL
23.2,79.9,TR4 8AW,TR4 8,TRURO,CORNWALL,CORNWALL
21,23.9,TR4 8AX,TR4 8,TRURO,CORNWALL,CORNWALL
21,23.9,TR4 8AX,TR4 8,TRURO,CORNWALL,CORNWALL
21,23.9,TR4 8AX,TR4 8,TRURO,CORNWALL,CORNWALL
7.5,33.5,TR4 8DU,TR4 8,TRURO,CORNWALL,CORNWALL
23.4,52.6,TR4 8HH,TR4 8,TRURO,CORNWALL,CORNWALL
23.4,52.6,TR4 8HH,TR4 8,TRURO,CORNWALL,CORNWALL
23.4,52.6,TR4 8HH,TR4 8,TRURO,CORNWALL,CORNWALL
23.4,52.6,TR4 8HH,TR4 8,TRURO,CORNWALL,CORNWALL
23.4,52.6,TR4 8HH,TR4 8,TRURO,CORNWALL,CORNWALL
41.3,75.9,TR4 8LN,TR4 8,TRURO,CORNWALL,CORNWALL
52.2,76.6,TR4 8LP,TR4 8,TRURO,CORNWALL,CORNWALL
41,76.5,TR4 8LW,TR4 8,TRURO,CORNWALL,CORNWALL
41,76.5,TR4 8LW,TR4 8,TRURO,CORNWALL,CORNWALL
29.4,79.9,TR4 8NH,TR4 8,TRURO,CORNWALL,CORNWALL
29.4,79.9,TR4 8NH,TR4 8,TRURO,CORNWALL,CORNWALL
47,79.9,TR4 8PH,TR4 8,TRURO,CORNWALL,CORNWALL
47,79.9,TR4 8PH,TR4 8,TRURO,CORNWALL,CORNWALL
47,79.9,TR4 8PH,TR4 8,TRURO,CORNWALL,CORNWALL
36.3,79.9,TR4 8QH,TR4 8,TRURO,CORNWALL,CORNWALL
14.8,76.6,TR4 8SE,TR4 8,TRURO,CORNWALL,CORNWALL
13.7,18,TR4 8TY,TR4 8,TRURO,CORNWALL,CORNWALL
29.8,72.3,TR4 8TZ,TR4 8,TRURO,CORNWALL,CORNWALL
42.3,79.9,TR4 9EY,TR4 9,TRURO,CORNWALL,CORNWALL
42.3,79.9,TR4 9EY,TR4 9,TRURO,CORNWALL,CORNWALL
42.3,79.9,TR4 9EY,TR4 9,TRURO,CORNWALL,CORNWALL
42.3,79.9,TR4 9EY,TR4 9,TRURO,CORNWALL,CORNWALL
16.9,47.5,TR4 9JL,TR4 9,TRURO,CORNWALL,CORNWALL
6.7,75.4,TR4 9LD,TR4 9,TRURO,CORNWALL,CORNWALL
1.6,2.1,TR4 9NY,TR4 9,TRURO,CORNWALL,CORNWALL
13.4,16.2,TR4 9PA,TR4 9,TRURO,CORNWALL,CORNWALL
30.7,58.5,TR5 0UY,TR5 0,ST AGNES,CORNWALL,CORNWALL
18.2,58.6,TR6 0AU,TR6 0,PERRANPORTH,CORNWALL,CORNWALL
13.9,45.2,TR6 0DH,TR6 0,PERRANPORTH,CORNWALL,CORNWALL
19.8,55,TR6 0DQ,TR6 0,PERRANPORTH,CORNWALL,CORNWALL
19.8,55,TR6 0DQ,TR6 0,PERRANPORTH,CORNWALL,CORNWALL
19.8,55,TR6 0DQ,TR6 0,PERRANPORTH,CORNWALL,CORNWALL
19.8,55,TR6 0DQ,TR6 0,PERRANPORTH,CORNWALL,CORNWALL
19.8,55,TR6 0DQ,TR6 0,PERRANPORTH,CORNWALL,CORNWALL
21.7,40,TR6 0HT,TR6 0,PERRANPORTH,CORNWALL,CORNWALL
28.5,67.3,TR7 3DR,TR7 3,NEWQUAY,CORNWALL,CORNWALL
28.5,67.3,TR7 3DR,TR7 3,NEWQUAY,CORNWALL,CORNWALL
28.5,67.3,TR7 3DR,TR7 3,NEWQUAY,CORNWALL,CORNWALL
28.5,67.3,TR7 3DR,TR7 3,NEWQUAY,CORNWALL,CORNWALL
28.5,67.3,TR7 3DR,TR7 3,NEWQUAY,CORNWALL,CORNWALL
21.4,55,TR7 3FG,TR7 3,NEWQUAY,CORNWALL,CORNWALL
36.9,70,TR7 3LR,TR7 3,NEWQUAY,CORNWALL,CORNWALL
36.9,70,TR7 3LR,TR7 3,NEWQUAY,CORNWALL,CORNWALL
36.9,70,TR7 3LR,TR7 3,NEWQUAY,CORNWALL,CORNWALL
36.9,70,TR7 3LR,TR7 3,NEWQUAY,CORNWALL,CORNWALL
36.9,70,TR7 3LR,TR7 3,NEWQUAY,CORNWALL,CORNWALL
36.9,70,TR7 3LR,TR7 3,NEWQUAY,CORNWALL,CORNWALL
36.9,70,TR7 3LR,TR7 3,NEWQUAY,CORNWALL,CORNWALL
36.9,70,TR7 3LR,TR7 3,NEWQUAY,CORNWALL,CORNWALL
24.9,59.7,TR7 3NE,TR7 3,NEWQUAY,CORNWALL,CORNWALL
24.9,59.7,TR7 3NE,TR7 3,NEWQUAY,CORNWALL,CORNWALL
24.9,59.7,TR7 3NE,TR7 3,NEWQUAY,CORNWALL,CORNWALL
17.9,73.7,TR7 3NT,TR7 3,NEWQUAY,CORNWALL,CORNWALL
6.2,51,TR8 4EQ,TR8 4,NEWQUAY,CORNWALL,CORNWALL
13.7,41.4,TR8 4HB,TR8 4,NEWQUAY,CORNWALL,CORNWALL
13.7,41.4,TR8 4HB,TR8 4,NEWQUAY,CORNWALL,CORNWALL
13.7,41.4,TR8 4HB,TR8 4,NEWQUAY,CORNWALL,CORNWALL
37.2,80,TR8 4LA,TR8 4,NEWQUAY,CORNWALL,CORNWALL
21,48.8,TR8 4NH,TR8 4,NEWQUAY,CORNWALL,CORNWALL
13.4,21.9,TR8 4NX,TR8 4,NEWQUAY,CORNWALL,CORNWALL
14.9,20.8,TR8 5BQ,TR8 5,NEWQUAY,CORNWALL,CORNWALL
31.2,57.8,TR8 5DN,TR8 5,NEWQUAY,CORNWALL,CORNWALL
31.2,57.8,TR8 5DN,TR8 5,NEWQUAY,CORNWALL,CORNWALL
31.2,57.8,TR8 5DN,TR8 5,NEWQUAY,CORNWALL,CORNWALL
24.2,45.8,TR8 5DP,TR8 5,NEWQUAY,CORNWALL,CORNWALL
23.5,38.2,TR8 5DX,TR8 5,NEWQUAY,CORNWALL,CORNWALL
2.9,3.3,TR8 5NZ,TR8 5,NEWQUAY,CORNWALL,CORNWALL
2.9,3.3,TR8 5NZ,TR8 5,NEWQUAY,CORNWALL,CORNWALL
27.7,55,TR8 5RG,TR8 5,NEWQUAY,CORNWALL,CORNWALL
27.7,55,TR8 5RG,TR8 5,NEWQUAY,CORNWALL,CORNWALL
18.4,24.4,TR8 5RR,TR8 5,NEWQUAY,CORNWALL,CORNWALL
42.2,69.5,TR8 5SQ,TR8 5,NEWQUAY,CORNWALL,CORNWALL
42.2,69.5,TR8 5SQ,TR8 5,NEWQUAY,CORNWALL,CORNWALL
19.2,31,TR8 5TA,TR8 5,NEWQUAY,CORNWALL,CORNWALL
40.2,80,TR9 6GE,TR9 6,ST COLUMB,CORNWALL,CORNWALL
40.2,80,TR9 6GE,TR9 6,ST COLUMB,CORNWALL,CORNWALL
44.4,79.9,TR9 6HG,TR9 6,ST COLUMB,CORNWALL,CORNWALL
44.4,79.9,TR9 6HG,TR9 6,ST COLUMB,CORNWALL,CORNWALL
39.8,80,TR9 6HN,TR9 6,ST COLUMB,CORNWALL,CORNWALL
39.8,80,TR9 6HN,TR9 6,ST COLUMB,CORNWALL,CORNWALL
29.5,42.1,TR9 6JY,TR9 6,ST COLUMB,CORNWALL,CORNWALL
38,80,TR9 6LX,TR9 6,ST COLUMB,CORNWALL,CORNWALL
38,80,TR9 6LX,TR9 6,ST COLUMB,CORNWALL,CORNWALL
38,80,TR9 6LX,TR9 6,ST COLUMB,CORNWALL,CORNWALL
38,80,TR9 6LX,TR9 6,ST COLUMB,CORNWALL,CORNWALL
55.3,79.7,TR9 6NG,TR9 6,ST COLUMB,CORNWALL,CORNWALL
63.1,80,TR9 6QA,TR9 6,ST COLUMB,CORNWALL,CORNWALL
63.1,80,TR9 6QA,TR9 6,ST COLUMB,CORNWALL,CORNWALL
42.6,80,TR9 6QF,TR9 6,ST COLUMB,CORNWALL,CORNWALL
